day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,year,month,day,week_of_year,sales
2,1148,1,0,0,1,0,0,0,2014,4,9,15,8302.481660555082
1,1526,1,0,0,1,0,0,0,2014,9,23,39,10351.16594822771
1,539,1,1,1,1,0,0,0,2013,8,27,35,5994.248564644738
5,696,1,0,0,1,0,0,0,2014,6,28,26,6650.745171420634
4,759,1,0,0,1,0,0,0,2013,7,12,28,6620.148953384339
4,3268,1,1,1,1,0,0,0,2014,5,2,18,19510.692662739068
3,448,1,1,0,1,0,0,0,2013,5,16,20,4883.5884283939195
0,679,1,1,0,1,0,0,0,2015,3,16,12,7926.294251069196
2,581,1,0,1,1,0,0,0,2015,7,22,30,5380.374399703316
4,748,1,0,0,1,0,0,0,2014,2,14,7,6454.52295084672
0,818,1,0,0,1,0,0,0,2014,3,24,13,6472.938015533927
5,364,1,0,0,1,0,0,0,2013,2,23,8,3380.024913777377
1,518,1,0,0,1,0,0,0,2014,6,24,26,4620.7886770684145
1,503,1,1,0,1,0,0,0,2013,9,24,39,5703.072969194311
1,549,1,1,0,1,0,0,0,2013,5,28,22,6123.170609633712
4,1566,1,1,0,1,0,0,0,2014,9,19,38,11807.732496933762
4,853,1,0,0,1,0,0,0,2015,2,13,7,7667.283921527734
2,684,1,0,1,1,0,0,0,2013,10,30,44,5950.154528057586
6,0,0,0,0,1,0,0,0,2014,4,6,14,0.0
4,508,1,0,0,1,0,0,0,2014,3,14,11,4865.992574310585
3,895,1,1,1,1,0,0,0,2013,3,21,12,8079.845599320905
6,0,0,0,0,1,0,0,0,2015,2,1,5,0.0
1,1184,1,1,0,1,0,0,0,2014,2,18,8,10497.92033833228
4,502,1,0,0,1,0,0,0,2015,6,12,24,5014.2435597905705
3,440,1,0,0,1,0,0,0,2013,7,11,28,4305.361959340811
2,591,1,0,0,1,0,0,0,2014,5,28,22,5267.651219953791
5,1034,1,0,0,1,0,0,0,2013,2,16,7,8125.633273204348
5,394,1,0,1,1,0,0,0,2014,12,27,52,3755.258016673935
1,363,1,0,1,1,0,0,0,2013,12,31,1,3382.488333506809
4,566,1,1,0,1,0,0,0,2014,5,9,19,6053.4892352850875
4,755,1,0,0,1,0,0,0,2013,6,14,24,6481.98919343568
6,0,0,0,0,1,0,0,0,2015,1,11,2,0.0
2,911,1,0,0,1,0,0,0,2014,4,9,15,7053.286556394204
4,373,1,0,0,1,0,0,0,2014,10,17,42,3691.315501442275
0,781,1,0,0,1,0,0,0,2014,2,10,7,6308.141233775138
4,364,1,0,1,1,0,0,0,2013,5,24,21,3615.5546453999273
6,0,0,0,0,1,0,0,0,2015,7,12,28,0.0
3,473,1,1,0,1,0,0,0,2014,5,22,21,5203.527576000695
0,583,1,0,0,1,0,0,0,2014,8,25,35,5123.5774089664765
1,500,1,0,0,1,0,0,0,2014,6,24,26,4537.639928626251
3,635,1,1,0,1,0,0,0,2015,2,5,6,6471.719198457744
2,716,1,1,0,1,0,0,0,2014,1,22,4,6970.807111842924
6,0,0,0,0,1,0,0,0,2014,9,7,36,0.0
6,0,0,0,0,1,0,0,0,2014,12,21,51,0.0
5,872,1,0,0,1,0,0,0,2013,8,31,35,7480.762983630756
3,578,1,1,0,1,0,0,0,2013,2,7,6,6103.461322468071
0,497,1,0,0,1,0,0,0,2015,7,20,30,4779.004298201159
4,727,1,1,0,1,0,0,0,2013,5,3,18,7197.244198773882
2,827,1,1,0,1,0,0,0,2014,3,19,12,7939.584998138219
5,429,1,0,0,1,0,0,0,2014,8,9,32,4137.2291939787365
4,593,1,1,0,1,0,0,0,2014,1,24,4,6060.062218955551
6,0,0,0,0,1,0,0,0,2013,8,18,33,0.0
6,0,0,0,0,1,0,0,0,2013,10,20,42,0.0
1,507,1,0,0,1,0,0,0,2014,1,28,5,4576.352947520215
1,1027,1,1,0,1,0,0,0,2015,5,19,21,9320.317514448916
3,546,1,0,1,1,0,0,0,2013,1,3,1,4971.777907044781
0,2507,1,1,0,1,0,0,0,2014,12,1,49,21379.349007565168
6,0,0,0,0,1,0,0,0,2013,9,29,39,0.0
5,506,1,0,0,1,0,0,0,2013,6,15,24,4869.125588837132
4,1436,1,1,0,1,0,0,0,2013,4,26,17,11279.577271861126
0,862,1,1,1,1,0,0,0,2014,7,14,29,9455.81286334791
5,504,1,0,0,1,0,0,0,2014,10,4,40,4853.442671169461
1,538,1,0,0,1,0,0,0,2013,4,2,14,4832.815267070584
3,758,1,1,0,1,0,0,0,2013,11,21,47,7288.549413312464
3,571,1,1,1,1,0,0,0,2013,8,1,31,6246.499221058168
0,598,1,1,0,1,0,0,0,2014,3,17,12,7093.098326244471
5,293,1,0,0,1,0,0,0,2013,11,16,46,2720.427701222498
0,545,1,0,0,1,0,0,0,2013,3,11,11,4880.7794991165765
6,0,0,0,0,1,0,0,0,2014,7,6,27,0.0
1,593,1,1,1,1,0,0,0,2013,7,16,29,6436.5067098498
4,757,1,0,0,1,0,0,0,2013,1,18,3,6590.054418674726
4,560,1,0,1,1,0,0,0,2013,8,9,32,5147.945405081868
4,610,1,1,1,1,0,0,0,2013,8,2,31,6303.48804900124
0,796,1,0,0,1,0,0,0,2013,1,28,5,6236.808139586825
1,496,1,0,1,1,0,0,0,2014,12,30,1,4677.017225781172
3,871,1,1,0,1,0,0,0,2013,5,16,20,7887.1973349529735
3,0,0,0,0,0,1,0,0,2013,5,9,19,0.0
4,1482,1,1,1,1,0,0,0,2014,9,5,36,12229.27488525451
6,0,0,0,0,1,0,0,0,2013,10,6,40,0.0
0,371,1,0,0,1,0,0,0,2013,6,10,24,3770.1657136489744
4,1320,1,1,0,1,0,0,0,2015,5,22,21,10976.709371582729
6,0,0,0,0,1,0,0,0,2013,9,1,35,0.0
2,774,1,1,0,1,0,0,0,2014,1,8,2,7624.184742176668
4,709,1,0,0,1,0,0,0,2014,5,30,22,6995.748568669474
0,579,1,1,1,1,0,0,0,2015,6,29,27,7351.820677512875
2,941,1,1,1,1,0,0,0,2014,7,30,31,9551.435075443113
3,0,0,1,0,0,1,0,0,2014,5,1,18,0.0
2,736,1,1,0,1,0,0,0,2014,2,5,6,7357.453134804711
1,622,1,0,0,1,0,0,0,2013,10,15,42,5301.450360782769
5,1405,1,0,0,1,0,0,0,2014,11,1,44,10303.033997931747
3,414,1,0,0,1,0,0,0,2015,6,25,26,4471.856484433777
2,485,1,1,1,1,0,0,0,2013,10,23,43,5277.940210745861
6,0,0,0,0,1,0,0,0,2014,3,23,12,0.0
1,346,1,0,0,1,0,0,0,2014,5,27,22,3605.513988588127
0,967,1,1,1,1,0,0,0,2014,8,18,34,10344.116854895887
2,592,1,0,0,1,0,0,0,2015,1,21,4,5211.563542950085
6,0,0,0,0,1,0,0,0,2013,12,1,48,0.0
4,543,1,0,0,1,0,0,0,2015,3,13,11,5210.880968981293
6,0,0,0,0,1,0,0,0,2013,4,14,15,0.0
3,770,1,0,0,1,0,0,0,2014,5,15,20,6143.327506993838
0,410,1,1,1,1,0,0,0,2013,3,25,13,5106.670448626303
3,620,1,0,0,1,0,0,0,2014,1,30,5,5363.089234992962
0,598,1,1,1,1,0,0,0,2013,3,25,13,6979.269490887117
2,1139,1,1,0,1,0,0,0,2015,4,29,18,10276.781911510026
1,836,1,0,1,1,0,0,0,2013,4,2,14,6677.955278765443
4,921,1,0,0,1,0,0,0,2014,11,21,47,7453.030260697107
1,1021,1,1,1,1,0,0,0,2014,10,7,41,9196.054543974913
1,688,1,0,0,1,0,0,0,2014,2,11,7,5744.903201801313
6,0,0,0,0,1,0,0,0,2013,2,17,7,0.0
6,0,0,0,0,1,0,0,0,2015,2,8,6,0.0
4,1229,1,0,0,1,0,0,0,2014,2,14,7,9380.483592882609
1,898,1,0,0,1,0,0,0,2014,10,14,42,6946.852826061405
5,657,1,0,0,1,0,0,0,2015,7,25,30,6490.970930889959
5,464,1,0,0,1,0,0,0,2014,10,4,40,4433.07153806508
2,343,1,1,0,1,0,0,0,2015,1,28,5,3954.3301189549647
5,473,1,0,0,1,0,0,0,2013,2,23,8,4667.966386123455
6,0,0,0,0,1,0,0,0,2013,1,13,2,0.0
1,594,1,0,0,1,0,0,0,2013,10,1,40,5234.8586342906665
0,429,1,0,0,1,0,0,0,2015,7,6,28,4543.000703526385
6,173,1,0,0,1,0,0,0,2014,9,14,37,1519.7491394127317
0,585,1,1,1,1,0,0,0,2015,1,5,2,7192.648054117615
2,559,1,1,1,1,0,0,0,2015,2,4,6,6062.372333887313
3,1115,1,1,0,1,0,0,0,2014,1,23,4,9627.076818911295
1,996,1,1,0,1,0,0,0,2014,10,21,43,8916.754906136399
2,901,1,0,0,1,0,0,0,2013,9,18,38,6948.858747853298
5,794,1,0,0,1,0,0,0,2015,2,28,9,7324.161353419521
1,871,1,0,0,1,0,0,0,2015,2,10,7,6713.096231432735
4,642,1,0,0,1,0,0,0,2013,3,1,9,5792.65103437152
2,716,1,0,1,1,0,0,0,2014,7,23,30,5938.659322326798
2,630,1,1,0,1,0,0,0,2014,5,21,21,6470.6132962245065
6,0,0,0,0,1,0,0,0,2013,1,13,2,0.0
1,567,1,0,0,1,0,0,0,2014,9,9,37,5015.135840340144
2,659,1,1,0,1,0,0,0,2014,10,8,41,6734.492602863236
2,0,0,0,1,0,1,0,0,2014,1,1,1,0.0
0,1202,1,1,0,1,0,0,0,2013,5,13,20,11388.934371096087
5,634,1,0,0,1,0,0,0,2013,5,25,21,5922.472302951697
4,615,1,0,0,1,0,0,0,2014,2,14,7,5577.959156267857
3,232,1,0,0,1,0,0,0,2013,6,13,24,2341.757926765953
5,538,1,0,0,1,0,0,0,2013,9,28,39,5400.072925711242
4,700,1,0,0,1,0,0,0,2014,8,29,35,6472.644088403814
4,662,1,0,0,1,0,0,0,2014,4,11,15,6043.957686733507
1,677,1,1,0,1,0,0,0,2014,4,1,14,7150.620713072791
1,967,1,1,0,1,0,0,0,2014,4,29,18,8963.656185316788
6,0,0,0,0,1,0,0,0,2013,12,15,50,0.0
4,921,1,1,0,1,0,0,0,2014,4,4,14,8409.809883788581
1,278,1,1,0,1,0,0,0,2015,3,17,12,3377.730206622123
1,424,1,0,0,1,0,0,0,2015,5,12,20,4289.063898436847
2,534,1,1,1,1,0,0,0,2013,1,9,2,5755.983227262303
4,599,1,1,1,1,0,0,0,2013,8,2,31,6289.005677832951
2,382,1,1,0,1,0,0,0,2014,11,5,45,4595.834192605069
6,0,0,0,0,1,0,0,0,2013,9,8,36,0.0
1,0,0,0,0,1,0,0,0,2013,1,15,3,0.0
0,601,1,1,1,1,0,0,0,2015,7,27,31,7367.558811602245
2,617,1,1,0,1,0,0,0,2015,5,6,19,6443.815965769221
4,0,0,1,1,0,0,1,0,2015,4,3,14,0.0
3,0,0,0,0,0,1,0,0,2015,5,14,20,0.0
0,294,1,0,1,1,0,0,0,2013,8,5,32,3193.2895002392497
3,1302,1,0,0,1,0,0,0,2014,3,27,13,9356.041535232087
0,700,1,0,0,1,0,0,0,2014,9,22,39,5769.464792335464
4,751,1,0,0,1,0,0,0,2014,6,27,26,6467.06789311945
2,957,1,1,0,1,0,0,0,2013,9,11,37,8453.03520032729
5,369,1,0,0,1,0,0,0,2013,5,18,20,3405.6633248886874
1,706,1,1,0,1,0,0,0,2013,4,9,15,7314.814759873462
5,840,1,0,0,1,0,0,0,2014,4,12,15,7200.622297955256
4,1031,1,0,1,1,0,0,0,2013,8,9,32,8114.94613573819
1,338,1,0,0,1,0,0,0,2014,1,28,5,3461.978707421006
0,690,1,1,0,1,0,0,0,2015,2,2,6,8115.038900495997
4,510,1,1,0,1,0,0,0,2013,11,22,47,5434.351881582004
6,0,0,0,0,1,0,0,0,2015,5,31,22,0.0
6,0,0,0,0,1,0,0,0,2013,12,8,49,0.0
2,766,1,0,0,1,0,0,0,2013,11,13,46,6150.73913593418
1,736,1,1,0,1,0,0,0,2013,1,22,4,7410.930023469467
2,627,1,0,0,1,0,0,0,2014,2,12,7,5303.790189091772
1,835,1,1,0,1,0,0,0,2015,2,17,8,8364.755128872173
5,456,1,0,0,1,0,0,0,2013,2,16,7,4317.151024980173
0,639,1,0,1,1,0,0,0,2013,7,8,28,5555.254169652209
1,647,1,0,0,1,0,0,0,2014,6,10,24,5506.525049282462
1,689,1,1,0,1,0,0,0,2013,3,5,10,7200.258270325168
5,1390,1,0,0,1,0,0,0,2014,7,12,28,9922.796191593168
4,323,1,0,1,1,0,0,0,2013,12,27,52,3202.9353573588673
4,929,1,0,0,1,0,0,0,2014,1,17,3,7481.800036892169
5,820,1,0,0,1,0,0,0,2014,4,12,15,7146.686413984168
0,1609,1,1,0,1,0,0,0,2014,11,10,46,14587.383743777506
3,673,1,1,0,1,0,0,0,2015,1,29,5,7116.833901246589
4,755,1,1,0,1,0,0,0,2013,4,26,17,7257.8279522889825
5,300,1,0,0,1,0,0,0,2014,9,6,36,2689.0814818588815
6,0,0,0,0,1,0,0,0,2014,11,23,47,0.0
6,279,1,0,0,1,0,0,0,2013,6,23,25,2391.7329210903717
3,572,1,0,1,1,0,0,0,2014,1,2,1,5088.835030210101
2,573,1,1,1,1,0,0,0,2013,7,17,29,6077.959012151792
0,801,1,0,1,1,0,0,0,2013,12,23,52,7938.160116625933
1,588,1,0,1,1,0,0,0,2014,4,22,17,5105.911225216381
1,346,1,0,1,1,0,0,0,2013,2,12,7,3388.1409194885223
5,873,1,0,0,1,0,0,0,2014,4,5,14,7361.814695700405
3,529,1,0,0,1,0,0,0,2013,2,14,7,4692.798201857057
2,558,1,0,1,1,0,0,0,2015,2,11,7,4966.141040878546
2,744,1,1,0,1,0,0,0,2014,6,4,23,7365.045886659425
0,550,1,0,0,1,0,0,0,2013,9,30,40,5063.591999676667
2,562,1,0,0,1,0,0,0,2013,11,27,48,5459.605950927545
4,533,1,1,0,1,0,0,0,2014,12,5,49,6145.228896179982
2,269,1,0,0,1,0,0,0,2014,9,10,37,2896.4781069090413
0,0,0,0,0,0,1,0,0,2015,5,25,22,0.0
2,618,1,1,0,1,0,0,0,2014,5,7,19,6369.467424279364
3,708,1,0,0,1,0,0,0,2015,5,28,22,6369.120994524586
3,634,1,1,1,1,0,0,0,2013,2,7,6,6362.635426199504
1,776,1,1,0,1,0,0,0,2015,1,6,2,7973.15067453334
4,626,1,0,0,1,0,0,0,2014,3,14,11,5707.997241713025
3,728,1,0,0,1,0,0,0,2013,6,27,26,5972.374037162011
0,668,1,0,0,1,0,0,0,2014,5,26,22,5544.5065177246815
5,794,1,0,0,1,0,0,0,2014,5,31,22,7342.598259087194
1,682,1,0,0,1,0,0,0,2015,2,24,9,5888.102753498626
6,0,0,0,0,1,0,0,0,2013,4,14,15,0.0
6,0,0,0,0,1,0,0,0,2015,5,3,18,0.0
5,547,1,0,0,1,0,0,0,2014,1,18,3,5379.183154172318
3,529,1,0,1,1,0,0,0,2013,1,3,1,4734.389814544089
5,716,1,0,0,1,0,0,0,2015,6,6,23,6860.756676388226
2,416,1,1,0,1,0,0,0,2013,11,20,47,4703.597893201615
5,457,1,0,0,1,0,0,0,2015,6,6,23,4623.595467778373
3,630,1,1,1,1,0,0,0,2014,4,17,16,6349.328811930974
4,595,1,0,0,1,0,0,0,2015,2,27,9,5704.397641600746
1,812,1,1,0,1,0,0,0,2014,12,16,51,9681.598952609975
0,633,1,1,0,1,0,0,0,2013,10,7,41,7264.045777770723
5,1165,1,0,0,1,0,0,0,2014,7,26,30,9182.264434095487
2,1105,1,0,1,1,0,0,0,2014,7,9,28,8207.6695871372
0,781,1,1,0,1,0,0,0,2014,9,1,36,8918.516425978367
3,649,1,0,0,1,0,0,0,2013,12,12,50,6151.282821644587
1,873,1,0,0,1,0,0,0,2013,11,26,48,6914.84490581514
0,986,1,0,0,1,0,0,0,2013,6,24,26,7444.392517548427
4,793,1,1,1,1,0,0,0,2014,8,1,31,7825.786554880643
0,1190,1,1,1,1,0,0,0,2015,1,5,2,11730.276729620122
4,697,1,0,1,1,0,0,0,2014,8,29,35,6484.540433767403
6,0,0,0,0,1,0,0,0,2014,3,9,10,0.0
6,0,0,0,0,1,0,0,0,2015,1,11,2,0.0
3,802,1,1,1,1,0,0,0,2015,7,16,29,8015.019665857033
5,715,1,0,0,1,0,0,0,2015,5,9,19,6877.470823499167
1,718,1,0,0,1,0,0,0,2015,4,7,15,6394.126556580979
4,609,1,1,0,1,0,0,0,2013,5,3,18,6253.0772885607885
2,694,1,1,0,1,0,0,0,2014,5,7,19,6963.505136947256
4,979,1,1,0,1,0,0,0,2014,11,14,46,8641.842921614903
3,1060,1,0,0,1,0,0,0,2014,4,10,15,7891.244591045648
5,923,1,0,0,1,0,0,0,2013,8,3,31,7785.580898621416
2,586,1,1,0,1,0,0,0,2014,1,22,4,6058.117541234739
4,510,1,0,1,1,0,0,0,2014,8,29,35,5326.829022154595
6,0,0,0,0,1,0,0,0,2014,4,27,17,0.0
5,545,1,0,0,1,0,0,0,2014,3,29,13,5553.25070073733
4,737,1,1,0,1,0,0,0,2015,7,3,27,7797.815467629047
6,0,0,0,0,1,0,0,0,2015,5,24,21,0.0
6,0,0,0,0,1,0,0,0,2014,3,30,13,0.0
5,705,1,0,0,1,0,0,0,2013,6,15,24,6462.438751438989
3,395,1,0,0,1,0,0,0,2014,2,27,9,3904.773281380424
1,525,1,0,0,1,0,0,0,2013,2,26,9,4667.0373211788565
3,379,1,0,0,1,0,0,0,2014,2,13,7,3779.73707228335
0,715,1,1,0,1,0,0,0,2014,3,17,12,8007.075285840171
4,481,1,1,1,1,0,0,0,2014,8,8,32,5199.306341791586
1,261,1,0,1,1,0,0,0,2013,12,31,1,2265.5488310704022
2,0,0,1,0,0,1,0,0,2013,5,1,18,0.0
5,1004,1,0,0,1,0,0,0,2015,6,13,24,8392.403894428815
1,818,1,1,0,1,0,0,0,2013,10,22,43,8001.71464500148
4,1123,1,0,0,1,0,0,0,2013,10,4,40,8812.672853491846
5,855,1,0,0,1,0,0,0,2015,5,30,22,8515.850799736492
5,629,1,0,1,1,0,0,0,2014,8,2,31,6206.180701221569
3,817,1,0,1,1,0,0,0,2014,7,10,28,6548.946143883508
3,560,1,0,0,1,0,0,0,2015,1,22,4,4984.1709638355815
6,0,0,0,0,1,0,0,0,2013,3,24,12,0.0
4,789,1,0,0,1,0,0,0,2013,4,19,16,6648.354119780042
4,552,1,0,0,1,0,0,0,2013,1,18,3,4995.1033028854
0,887,1,1,0,1,0,0,0,2014,6,30,27,10926.729012343707
0,404,1,1,1,1,0,0,0,2015,2,2,6,5119.873973226346
4,969,1,1,1,1,0,0,0,2014,10,24,43,8531.484953894087
4,1073,1,1,0,1,0,0,0,2014,12,19,51,11292.893876586924
1,661,1,0,0,1,0,0,0,2013,12,10,50,6312.36152283129
0,1259,1,1,0,1,0,0,0,2014,2,17,8,11818.274700099151
0,681,1,1,0,1,0,0,0,2013,1,7,2,7761.9841673341325
0,748,1,1,0,1,0,0,0,2014,6,16,25,8433.741474942419
2,1659,1,1,0,1,0,0,0,2013,11,6,45,12649.024370545536
0,825,1,0,1,1,0,0,0,2013,12,30,1,8037.753434138307
2,303,1,0,1,1,0,0,0,2013,7,24,30,3152.748243488731
0,1148,1,1,0,1,0,0,0,2015,4,13,16,11141.974243111867
3,678,1,1,0,1,0,0,0,2013,2,7,6,6749.8735600796945
6,0,0,0,0,1,0,0,0,2015,6,14,24,0.0
4,621,1,0,0,1,0,0,0,2014,6,27,26,5875.759538887352
6,0,0,0,0,1,0,0,0,2013,5,5,18,0.0
1,437,1,0,1,1,0,0,0,2014,8,12,33,4207.067804929911
5,791,1,0,0,1,0,0,0,2014,12,27,52,7150.790823047823
6,0,0,0,0,1,0,0,0,2015,2,1,5,0.0
0,656,1,1,0,1,0,0,0,2014,3,31,14,7857.0390238988175
3,635,1,1,0,1,0,0,0,2013,6,20,25,6339.521728534968
3,1153,1,0,0,1,0,0,0,2013,12,12,50,9260.336804190772
2,1691,1,0,0,1,0,0,0,2014,5,28,22,11401.216821346097
0,806,1,0,0,1,0,0,0,2013,4,15,16,6239.163529974259
6,0,0,0,0,1,0,0,0,2014,2,16,7,0.0
2,806,1,1,1,1,0,0,0,2015,2,18,8,8033.160378709171
6,0,0,0,0,1,0,0,0,2014,10,5,40,0.0
0,905,1,1,0,1,0,0,0,2013,11,18,47,9459.256696872506
1,497,1,0,1,1,0,0,0,2014,8,12,33,4534.944203108737
5,539,1,0,0,1,0,0,0,2015,5,2,18,5447.906329265908
0,1825,1,1,1,1,0,0,0,2013,3,25,13,15409.05451229272
5,1102,1,0,0,1,0,0,0,2013,6,8,23,8793.195766579689
0,1067,1,1,0,1,0,0,0,2014,12,15,51,12792.84387803684
0,1205,1,1,0,1,0,0,0,2014,2,3,6,11840.344684357957
0,799,1,0,0,1,0,0,0,2014,12,8,50,7175.933950489808
1,509,1,1,0,1,0,0,0,2014,9,16,38,5806.335472269395
4,719,1,1,0,1,0,0,0,2014,1,10,2,7002.822162543215
3,521,1,0,0,1,0,0,0,2013,11,14,46,4628.907912393931
2,566,1,0,0,1,0,0,0,2015,2,11,7,5077.211563101193
0,437,1,0,0,1,0,0,0,2015,6,22,26,4447.198889663198
1,762,1,1,0,1,0,0,0,2014,6,17,25,7608.694377335033
6,0,0,0,0,1,0,0,0,2013,2,3,5,0.0
0,496,1,1,0,1,0,0,0,2015,6,15,25,6221.617998712243
1,669,1,0,0,1,0,0,0,2013,10,1,40,5554.218266255558
0,823,1,0,1,1,0,0,0,2014,12,29,1,7974.889624737323
4,0,0,0,1,0,1,0,0,2013,11,1,44,0.0
3,414,1,0,0,1,0,0,0,2013,11,14,46,4125.024099064371
4,828,1,0,1,1,0,0,0,2014,8,15,33,7006.412191016308
1,878,1,1,0,1,0,0,0,2013,7,16,29,8443.669417250521
3,0,0,1,0,0,1,0,0,2014,5,1,18,0.0
4,1375,1,1,0,1,0,0,0,2014,5,2,18,11921.188981449504
0,367,1,0,0,1,0,0,0,2014,9,8,37,3674.2683555731796
0,1713,1,0,0,1,0,0,0,2013,5,6,19,11780.477306281626
1,555,1,0,0,1,0,0,0,2015,3,24,13,5057.045017567053
0,974,1,0,0,1,0,0,0,2015,2,9,7,7654.940708697627
1,647,1,1,0,1,0,0,0,2013,5,14,20,6907.36354295854
0,654,1,0,0,1,0,0,0,2014,5,26,22,5481.023132377687
1,731,1,1,0,1,0,0,0,2013,1,22,4,7390.388903313931
0,474,1,0,0,1,0,0,0,2014,3,10,11,4471.989908419444
0,988,1,1,0,1,0,0,0,2013,5,27,22,10238.031950286899
1,439,1,0,1,1,0,0,0,2013,12,24,52,4304.553024365194
1,244,1,0,1,1,0,0,0,2013,7,23,30,2599.2781427586124
0,1177,1,1,0,1,0,0,0,2015,3,2,10,11819.418767149486
6,0,0,0,0,1,0,0,0,2015,7,5,27,0.0
1,353,1,0,1,1,0,0,0,2013,8,20,34,3444.2784516050156
4,586,1,0,1,1,0,0,0,2014,10,17,42,5239.4892286108925
2,430,1,1,0,1,0,0,0,2013,4,24,17,4765.654028687594
1,1435,1,0,0,1,0,0,0,2014,3,11,11,9832.352920678508
5,744,1,0,0,1,0,0,0,2013,12,21,51,7898.562906172373
4,1045,1,1,0,1,0,0,0,2014,6,6,23,9202.094641952082
1,633,1,1,0,1,0,0,0,2014,10,7,41,6848.638454759237
1,497,1,1,0,1,0,0,0,2015,4,28,18,6038.033086640419
2,1187,1,1,0,1,0,0,0,2013,10,9,41,9965.638220888115
5,688,1,0,0,1,0,0,0,2013,11,2,44,6559.580674430506
2,586,1,1,0,1,0,0,0,2015,3,4,10,6256.750474638699
5,267,1,0,0,1,0,0,0,2014,10,11,41,2526.3002053043515
6,0,0,0,0,1,0,0,0,2013,1,27,4,0.0
6,0,0,0,0,1,0,0,0,2013,3,24,12,0.0
4,582,1,1,1,1,0,0,0,2014,3,7,10,6111.831660842258
2,1221,1,1,0,1,0,0,0,2015,2,18,8,10215.855352968865
6,0,0,0,0,1,0,0,0,2014,1,26,4,0.0
5,360,1,0,0,1,0,0,0,2015,7,18,29,3361.3752762893396
0,1149,1,1,0,1,0,0,0,2014,9,1,36,11647.336026680861
5,217,1,0,0,1,0,0,0,2014,7,12,28,2001.0360480974464
6,0,0,0,0,1,0,0,0,2013,7,28,30,0.0
6,0,0,0,0,1,0,0,0,2015,3,15,11,0.0
2,493,1,0,0,1,0,0,0,2014,3,26,13,4554.208227012147
5,670,1,0,0,1,0,0,0,2013,12,7,49,6812.466510783527
6,0,0,0,0,1,0,0,0,2015,2,22,8,0.0
6,0,0,0,0,1,0,0,0,2015,2,22,8,0.0
6,0,0,0,0,1,0,0,0,2013,8,4,31,0.0
2,505,1,0,0,1,0,0,0,2014,3,12,11,4520.322423759448
0,971,1,1,0,1,0,0,0,2014,6,30,27,10683.583959920674
1,1345,1,1,0,1,0,0,0,2014,11,25,48,11550.822881357879
1,3294,1,1,0,1,0,0,0,2014,10,7,41,18924.027472515198
0,1514,1,1,0,1,0,0,0,2013,8,26,35,13637.250337691692
0,1493,1,1,0,1,0,0,0,2014,9,29,40,14354.762949154647
0,1690,1,0,0,1,0,0,0,2015,6,22,26,11520.02585970879
5,334,1,0,1,1,0,0,0,2013,7,27,30,3084.4187702445006
3,279,1,0,0,1,0,0,0,2013,2,28,9,2929.187541346213
2,746,1,1,0,1,0,0,0,2014,10,1,40,7428.741858702676
6,0,0,0,0,1,0,0,0,2013,9,1,35,0.0
3,576,1,0,0,1,0,0,0,2015,6,25,26,5332.618943781555
1,842,1,0,1,1,0,0,0,2014,6,10,24,6631.943921093972
1,687,1,0,0,1,0,0,0,2014,6,24,26,5724.171199895457
1,762,1,1,0,1,0,0,0,2014,9,2,36,7738.417836637717
5,457,1,0,0,1,0,0,0,2013,7,20,29,4325.275706864009
0,750,1,0,0,1,0,0,0,2013,9,30,40,6317.069186296613
6,0,0,0,0,1,0,0,0,2013,4,21,16,0.0
0,990,1,1,0,1,0,0,0,2013,8,12,33,10481.119480916088
6,0,0,0,0,1,0,0,0,2013,11,10,45,0.0
0,2614,1,1,0,1,0,0,0,2015,4,13,16,20036.65123753091
1,648,1,1,1,1,0,0,0,2015,1,6,2,7019.049766791436
4,0,0,1,1,0,0,1,0,2015,4,3,14,0.0
0,694,1,0,0,1,0,0,0,2015,5,11,20,6105.936771790535
2,822,1,1,0,1,0,0,0,2014,6,4,23,8078.4483192057405
3,699,1,0,0,1,0,0,0,2015,7,23,30,6187.0677865617035
2,547,1,0,0,1,0,0,0,2013,12,11,50,5432.762093578159
2,421,1,0,1,1,0,0,0,2014,12,31,1,4076.4587725861466
6,0,0,0,0,1,0,0,0,2014,5,25,21,0.0
0,914,1,1,0,1,0,0,0,2015,1,26,5,9785.471380573548
1,995,1,0,0,1,0,0,0,2015,6,23,26,7851.086356158212
6,1552,1,0,0,1,0,0,0,2015,3,8,10,8418.61969360046
2,1035,1,1,0,1,0,0,0,2014,9,17,38,9172.700163351723
3,937,1,1,0,1,0,0,0,2014,5,22,21,8275.020403088347
0,523,1,0,0,1,0,0,0,2014,3,24,13,4682.723750980838
4,405,1,1,0,1,0,0,0,2015,1,30,5,4642.86987178917
6,0,0,0,0,1,0,0,0,2014,8,31,35,0.0
6,0,0,0,0,1,0,0,0,2015,4,26,17,0.0
3,0,0,0,1,0,1,0,0,2015,1,1,1,0.0
5,2206,1,0,0,1,0,0,0,2013,11,16,46,15800.639267101507
6,0,0,0,0,1,0,0,0,2013,9,8,36,0.0
1,627,1,0,0,1,0,0,0,2014,2,25,9,5295.005893559839
1,2031,1,1,0,1,0,0,0,2013,12,17,51,18088.59633700341
5,273,1,0,0,1,0,0,0,2014,9,6,36,2547.829114423315
4,0,0,1,1,0,0,1,0,2015,4,3,14,0.0
